tool_zh,tool_en,url,industry,quality,competitor,competitor_url,match_type,suggest_platform
Grr Percent,Grr Percent,https://chenguangwu.github.io/tools/metrology/grr-percent.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Guard Band 95,Guard Band 95,https://chenguangwu.github.io/tools/metrology/guard-band-95.html,metrology,A,行业资源页（metrology工具清单）,"Google 搜: ""best free online metrology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Half Life from Activity Nuclei,Half Life from Activity Nuclei,https://chenguangwu.github.io/tools/nuclear/half-life-from-activity-nuclei.html,nuclear,A,行业资源页（nuclear工具清单）,"Google 搜: ""best free online nuclear tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Half Life from Lambda,Half Life from Lambda,https://chenguangwu.github.io/tools/nuclear/half-life-from-lambda.html,nuclear,A,行业资源页（nuclear工具清单）,"Google 搜: ""best free online nuclear tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heat Conduction,Heat Conduction,https://chenguangwu.github.io/tools/thermodynamics/heat-conduction.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heat Energy Q,Heat Energy Q,https://chenguangwu.github.io/tools/energy/heat-energy-q.html,energy,A,行业资源页（energy工具清单）,"Google 搜: ""best free online energy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Height Fall Distance,Height Fall Distance,https://chenguangwu.github.io/tools/kinematics/height-fall-distance.html,kinematics,A,行业资源页（kinematics工具清单）,"Google 搜: ""best free online kinematics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heisenberg Uncertainty,Heisenberg Uncertainty,https://chenguangwu.github.io/tools/quantum/heisenberg-uncertainty.html,quantum,A,行业资源页（quantum工具清单）,"Google 搜: ""best free online quantum tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Holding Period Return,Holding Period Return,https://chenguangwu.github.io/tools/investment/holding-period-return.html,investment,A,行业资源页（investment工具清单）,"Google 搜: ""best free online investment tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Holding Return Stock,Holding Return Stock,https://chenguangwu.github.io/tools/securities/holding-return-stock.html,securities,A,行业资源页（securities工具清单）,"Google 搜: ""best free online securities tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hooke Force,Hooke Force,https://chenguangwu.github.io/tools/dynamics/hooke-force.html,dynamics,A,行业资源页（dynamics工具清单）,"Google 搜: ""best free online dynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hooke Strain,Hooke Strain,https://chenguangwu.github.io/tools/materials/hooke-strain.html,materials,A,行业资源页（materials工具清单）,"Google 搜: ""best free online materials tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hoop Stress,Hoop Stress,https://chenguangwu.github.io/tools/structural/hoop-stress.html,structural,A,行业资源页（structural工具清单）,"Google 搜: ""best free online structural tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Horizon Distance,Horizon Distance,https://chenguangwu.github.io/tools/astronomy/horizon-distance.html,astronomy,A,行业资源页（astronomy工具清单）,"Google 搜: ""best free online astronomy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Horizontal Distance,Horizontal Distance,https://chenguangwu.github.io/tools/surveying/horizontal-distance.html,surveying,A,行业资源页（surveying工具清单）,"Google 搜: ""best free online surveying tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Horizontal from Slope,Horizontal from Slope,https://chenguangwu.github.io/tools/surveying/horizontal-from-slope.html,surveying,A,行业资源页（surveying工具清单）,"Google 搜: ""best free online surveying tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hubble Redshift Distance,Hubble Redshift Distance,https://chenguangwu.github.io/tools/astronomy/hubble-redshift-distance.html,astronomy,A,行业资源页（astronomy工具清单）,"Google 搜: ""best free online astronomy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Humid Air Enthalpy,Humid Air Enthalpy,https://chenguangwu.github.io/tools/thermodynamics/humid-air-enthalpy.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hydraulic Diameter,Hydraulic Diameter,https://chenguangwu.github.io/tools/fluid/hydraulic-diameter.html,fluid,A,行业资源页（fluid工具清单）,"Google 搜: ""best free online fluid tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hydrogen Energy Level,Hydrogen Energy Level,https://chenguangwu.github.io/tools/quantum/hydrogen-energy-level.html,quantum,A,行业资源页（quantum工具清单）,"Google 搜: ""best free online quantum tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hydrostatic Pressure,Hydrostatic Pressure,https://chenguangwu.github.io/tools/fluid/hydrostatic-pressure.html,fluid,A,行业资源页（fluid工具清单）,"Google 搜: ""best free online fluid tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ibnr Estimate,Ibnr Estimate,https://chenguangwu.github.io/tools/insurance/ibnr-estimate.html,insurance,A,行业资源页（insurance工具清单）,"Google 搜: ""best free online insurance tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ibnr Reserve,Ibnr Reserve,https://chenguangwu.github.io/tools/insurance/ibnr-reserve.html,insurance,A,行业资源页（insurance工具清单）,"Google 搜: ""best free online insurance tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ideal Gas Pressure,Ideal Gas Pressure,https://chenguangwu.github.io/tools/thermodynamics/ideal-gas-pressure.html,thermodynamics,A,行业资源页（thermodynamics工具清单）,"Google 搜: ""best free online thermodynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ideal Gas Volume,Ideal Gas Volume,https://chenguangwu.github.io/tools/chemistry/ideal-gas-volume.html,chemistry,A,行业资源页（chemistry工具清单）,"Google 搜: ""best free online chemistry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Impulse,Impulse,https://chenguangwu.github.io/tools/dynamics/impulse.html,dynamics,A,行业资源页（dynamics工具清单）,"Google 搜: ""best free online dynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Inclined Plane Accel,Inclined Plane Accel,https://chenguangwu.github.io/tools/dynamics/inclined-plane-accel.html,dynamics,A,行业资源页（dynamics工具清单）,"Google 搜: ""best free online dynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Income Elasticity,Income Elasticity,https://chenguangwu.github.io/tools/economics/income-elasticity.html,economics,A,行业资源页（economics工具清单）,"Google 搜: ""best free online economics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Independent T Test,Independent T Test,https://chenguangwu.github.io/tools/statistics/independent-t-test.html,statistics,A,行业资源页（统计工具清单）,"Google 搜: ""best free online statistics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Inductance Solenoid,Inductance Solenoid,https://chenguangwu.github.io/tools/electromagnetism/inductance-solenoid.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Inductors Parallel,Inductors Parallel,https://chenguangwu.github.io/tools/electromagnetism/inductors-parallel.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Inductors Series,Inductors Series,https://chenguangwu.github.io/tools/electromagnetism/inductors-series.html,electromagnetism,A,行业资源页（electromagnetism工具清单）,"Google 搜: ""best free online electromagnetism tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Inelastic Collision,Inelastic Collision,https://chenguangwu.github.io/tools/dynamics/inelastic-collision.html,dynamics,A,行业资源页（dynamics工具清单）,"Google 搜: ""best free online dynamics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Infinite Well Energy,Infinite Well Energy,https://chenguangwu.github.io/tools/quantum/infinite-well-energy.html,quantum,A,行业资源页（quantum工具清单）,"Google 搜: ""best free online quantum tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Inflation Rate,Inflation Rate,https://chenguangwu.github.io/tools/economics/inflation-rate.html,economics,A,行业资源页（economics工具清单）,"Google 搜: ""best free online economics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
